ID,Word,Spell Check,"In W2V,S2V",Replacements
CDM-759,lioness,lioness,Yes,lioness
CDM-759,fish,fish,Yes,fish
CDM-759,deer,deer,Yes,deer
CDM-759,rabbit,rabbit,Yes,rabbit
CDM-759,squirrel,squirrel,Yes,squirrel
CDM-759,hamster,hamster,No,pets
CDM-759,bird,bird,Yes,bird
CDM-759,cow,cow,Yes,cow
CDM-759,lizard,lizard,Yes,lizard
CDM-759,porcupine,porcupine,Yes,porcupine
CDM-759,koala,koala,No,australian
CDM-759,bluejay,bluejay,No,bird
CDM-759,hippo,hippopotamus,Yes,hippopotamus
CDM-759,giraffe,giraffe,No,african
CDR-764,giraffe,giraffe,No,african
CDR-764,orangutan,orangutan,No,primate
CDR-764,monkey,monkey,Yes,monkey
CDR-764,elephant,elephant,Yes,elephant
CDR-764,bird,bird,Yes,bird
CDR-764,eagle,eagle,Yes,eagle
CDR-764,jaguar,jaguar,Yes,jaguar
CDR-764,cheetah,cheetah,No,feline
CDR-764,frog,frog,Yes,frog
CDR-764,toad,toad,Yes,toad
CDR-764,flamingo,flamingo,No,bird
CDR-764,lion,lion,Yes,lion
CDR-764,mouse,mouse,Yes,mouse
CDR-764,bat,bat,Yes,bat
CDR-764,fish,fish,Yes,fish
CDR-764,ape,ape,Yes,ape
CDR-764,chimp,chimpanzee,No,primate
CDR-764,rhino,rhinoceros,Yes,rhinoceros
CDU-767,cat,cat,Yes,cat
CDU-767,dog,dog,Yes,dog
CDU-767,fish,fish,Yes,fish
CDU-767,tiger,tiger,Yes,tiger
CDU-767,lion,lion,Yes,lion
CDU-767,rabbit,rabbit,Yes,rabbit
CDU-767,raccoon,raccoon,No,american
CDU-767,deer,deer,Yes,deer
CDU-767,mammoth,mammoth,Yes,mammoth
CDU-767,whale,whale,Yes,whale
CDU-767,shark,shark,Yes,shark
CDU-767,bird,bird,Yes,bird
CDU-767,penguin,penguin,Yes,penguin
CDU-767,wolf,wolf,Yes,wolf
CDU-767,badger,badger,Yes,badger
CDU-767,fish,fish,Yes,fish
CDU-767,baboon,baboon,Yes,baboon
CDU-767,gorilla,gorilla,Yes,gorilla
CDU-767,ape,ape,Yes,ape
SGO-159,dog,dog,Yes,dog
SGO-159,cat,cat,Yes,cat
SGO-159,ferret,ferret,Yes,ferret
SGO-159,hamster,hamster,No,pets
SGO-159,mouse,mouse,Yes,mouse
SGO-159,bird,bird,Yes,bird
SGO-159,parrot,parrot,Yes,parrot
SGO-159,elephant,elephant,Yes,elephant
SGO-159,giraffe,giraffe,No,african
SGO-159,rhino,rhinoceros,Yes,rhinoceros
SGO-159,snake,snake,Yes,snake
SGO-159,gorilla,gorilla,Yes,gorilla
SGO-159,ape,ape,Yes,ape
SGO-159,monkey,monkey,Yes,monkey
SGO-159,squirrel,squirrel,Yes,squirrel
SGO-159,groundhog,groundhog,No,rodents
SGO-159,raccoon,raccoon,No,american
SGO-159,possum,possum,Yes,possum
SGO-159,deer,deer,Yes,deer
SGO-159,turkey,turkey,Yes,turkey
SGO-159,coyote,coyote,Yes,coyote
SGO-159,moose,moose,Yes,moose
SGO-159,bug,bug,Yes,bug
SGO-159,leopard,leopard,Yes,leopard
SGO-159,lion,lion,Yes,lion
SGO-159,leopard,leopard,Yes,leopard
SGO-159,cow,cow,Yes,cow
SGO-159,horse,horse,Yes,horse
SGO-159,pig,pig,Yes,pig
SGO-159,hog,hog,Yes,hog
SGO-159,turkey,turkey,Yes,turkey
SGO-159,rooster,rooster,Yes,rooster
SGO-159,chicken,chicken,Yes,chicken
SGO-159,turtle,turtle,Yes,turtle
SGO-159,fish,fish,Yes,fish
SGO-159,scorpion,scorpion,Yes,scorpion
SIU-211,frog,frog,Yes,frog
SIU-211,lizard,lizard,Yes,lizard
SIU-211,snake,snake,Yes,snake
SIU-211,lion,lion,Yes,lion
SIU-211,tiger,tiger,Yes,tiger
SIU-211,monkey,monkey,Yes,monkey
SIU-211,bird,bird,Yes,bird
SIU-211,lizard,lizard,Yes,lizard
SIU-211,lizard,lizard,Yes,lizard
SIU-211,deer,deer,Yes,deer
SIU-211,bear,bear,Yes,bear
SIU-211,squirrel,squirrel,Yes,squirrel
SIU-211,chipmunk,chipmunk,Yes,chipmunk
SIU-211,skunk,skunk,Yes,skunk
SIU-211,fish,fish,Yes,fish
SIU-211,dog,dog,Yes,dog
SIU-211,waterbug,waterbug,No,insect
SIU-211,spider,spider,Yes,spider
SIU-211,fly,fly,Yes,fly
SIU-211,ant,ant,Yes,ant
SIU-211,giraffe,giraffe,No,african
SIU-211,elephant,elephant,Yes,elephant
SIU-211,penguin,penguin,Yes,penguin
SIU-211,hippo,hippopotamus,Yes,hippopotamus
SIZ-390,cat,cat,Yes,cat
SIZ-390,dog,dog,Yes,dog
SIZ-390,moose,moose,Yes,moose
SIZ-390,cow,cow,Yes,cow
SIZ-390,kangaroo,kangaroo,Yes,kangaroo
SIZ-390,tiger,tiger,Yes,tiger
SIZ-390,lion,lion,Yes,lion
SIZ-390,tiger,tiger,Yes,tiger
SIZ-390,elephant,elephant,Yes,elephant
SIZ-390,hippo,hippopotamus,Yes,hippopotamus
SIZ-390,rhino,rhinoceros,Yes,rhinoceros
SIZ-390,manatee,manatee,No,water
SIZ-390,giraffe,giraffe,No,african
SIZ-390,whale,whale,Yes,whale
SIZ-390,bird,bird,Yes,bird
SIZ-390,chimp,chimpanzee,No,primate
SIZ-390,monkey,monkey,Yes,monkey
SKE-234,lion,lion,Yes,lion
SKE-234,cheetah,cheetah,No,feline
SKE-234,rhino,rhinoceros,Yes,rhinoceros
SKE-234,zebra,zebra,Yes,zebra
SKE-234,giraffe,giraffe,No,african
SKE-234,gorilla,gorilla,Yes,gorilla
SKE-234,monkey,monkey,Yes,monkey
SKE-234,penguin,penguin,Yes,penguin
SKE-234,polar,polar,Yes,polar
SKE-234,seal,seal,Yes,seal
SKE-234,killer,killer,Yes,killer
SKE-234,dolphin,dolphin,Yes,dolphin
SKE-234,shark,shark,Yes,shark
SKE-234,wolf,wolf,Yes,wolf
SKE-234,coyote,coyote,Yes,coyote
SKE-234,squirrel,squirrel,Yes,squirrel
SKE-234,chipmunk,chipmunk,Yes,chipmunk
SKE-234,owl,owl,Yes,owl
SKE-234,eagle,eagle,Yes,eagle
SKE-234,dog,dog,Yes,dog
SKE-234,cat,cat,Yes,cat
SKE-234,pig,pig,Yes,pig
SKE-234,horse,horse,Yes,horse
SKE-234,cow,cow,Yes,cow
SKE-234,chicken,chicken,Yes,chicken
SKE-234,rooster,rooster,Yes,rooster
SKE-234,duck,duck,Yes,duck
SKE-234,sheep,sheep,Yes,sheep
SMK-401,dog,dog,Yes,dog
SMK-401,cat,cat,Yes,cat
SMK-401,giraffe,giraffe,No,african
SMK-401,monkey,monkey,Yes,monkey
SMK-401,dolphin,dolphin,Yes,dolphin
SMK-401,fish,fish,Yes,fish
SMK-401,goldfish,goldfish,Yes,goldfish
SMK-401,shark,shark,Yes,shark
SMK-401,deer,deer,Yes,deer
SMK-401,buck,buck,Yes,buck
SMK-401,squirrel,squirrel,Yes,squirrel
SMK-401,raccoon,raccoon,No,american
SMK-401,beaver,beaver,Yes,beaver
SMK-401,bird,bird,Yes,bird
SMK-401,eagle,eagle,Yes,eagle
SMK-401,tiger,tiger,Yes,tiger
SMK-401,cheetah,cheetah,No,feline
SMK-401,lion,lion,Yes,lion
SMK-401,elephant,elephant,Yes,elephant
SMK-401,skunk,skunk,Yes,skunk
SMK-401,moose,moose,Yes,moose
SMK-401,goose,goose,Yes,goose
SMK-401,goose,goose,Yes,goose
SMK-401,turkey,turkey,Yes,turkey
SNI-300,dolphin,dolphin,Yes,dolphin
SNI-300,killer,killer,Yes,killer
SNI-300,whale,whale,Yes,whale
SNI-300,shark,shark,Yes,shark
SNI-300,seahorse,seahorse,No,water
SNI-300,penguin,penguin,Yes,penguin
SNI-300,giraffe,giraffe,No,african
SNI-300,elephant,elephant,Yes,elephant
SNI-300,alligator,alligator,Yes,alligator
SNI-300,lizard,lizard,Yes,lizard
SNI-300,bobcat,bobcat,No,feline
SNI-300,tiger,tiger,Yes,tiger
SNI-300,leopard,leopard,Yes,leopard
SNI-300,jaguar,jaguar,Yes,jaguar
SNI-300,dog,dog,Yes,dog
SNI-300,cat,cat,Yes,cat
SNI-300,parrot,parrot,Yes,parrot
SNI-300,horse,horse,Yes,horse
SNR-308,panther,panther,Yes,panther
SNR-308,tiger,tiger,Yes,tiger
SNR-308,bobcat,bobcat,No,feline
SNR-308,dog,dog,Yes,dog
SNR-308,shepherd,shepherd,Yes,shepherd
SNR-308,pigeon,pigeon,Yes,pigeon
SNR-308,falcon,falcon,Yes,falcon
SNR-308,eagle,eagle,Yes,eagle
SNR-308,fox,fox,Yes,fox
SNR-308,wolf,wolf,Yes,wolf
SNR-308,bear,bear,Yes,bear
SNR-308,buffalo,buffalo,Yes,buffalo
SNR-308,koala,koala,No,australian
SNR-308,polar,polar,Yes,polar
SNR-308,penguin,penguin,Yes,penguin
SNR-308,kitten,kitten,Yes,kitten
SNT-310,penguin,penguin,Yes,penguin
SNT-310,elephant,elephant,Yes,elephant
SNT-310,zebra,zebra,Yes,zebra
SNT-310,flamingo,flamingo,No,bird
SNT-310,frog,frog,Yes,frog
SNT-310,dog,dog,Yes,dog
SNT-310,cat,cat,Yes,cat
SNT-310,bird,bird,Yes,bird
SNT-310,pigeon,pigeon,Yes,pigeon
SNT-310,seagull,seagull,No,bird
SNT-310,pig,pig,Yes,pig
SNT-310,cow,cow,Yes,cow
SNT-310,horse,horse,Yes,horse
SNT-310,armadillo,armadillo,No,insect
SNT-310,squirrel,squirrel,Yes,squirrel
SNT-310,mouse,mouse,Yes,mouse
SNT-310,skunk,skunk,Yes,skunk
SNT-310,raccoon,raccoon,No,american
SNT-310,fox,fox,Yes,fox
SNT-310,bear,bear,Yes,bear
SNT-310,lion,lion,Yes,lion
SNT-310,tiger,tiger,Yes,tiger
SNT-310,panther,panther,Yes,panther
SNT-310,cougar,cougar,Yes,cougar
SNT-310,moose,moose,Yes,moose
SNT-310,caribou,caribou,Yes,caribou
SNT-310,deer,deer,Yes,deer
SNV-312,cat,cat,Yes,cat
SNV-312,dog,dog,Yes,dog
SNV-312,fish,fish,Yes,fish
SNV-312,turtle,turtle,Yes,turtle
SNV-312,bird,bird,Yes,bird
SNV-312,alligator,alligator,Yes,alligator
SNV-312,tiger,tiger,Yes,tiger
SNV-312,lion,lion,Yes,lion
SNV-312,monkey,monkey,Yes,monkey
SNV-312,giraffe,giraffe,No,african
SNV-312,elephant,elephant,Yes,elephant
SNV-312,snake,snake,Yes,snake
SNV-312,frog,frog,Yes,frog
SNV-312,worm,worm,Yes,worm
SNV-312,bear,bear,Yes,bear
SNV-312,wolf,wolf,Yes,wolf
SNV-312,kangaroo,kangaroo,Yes,kangaroo
SNV-312,octopus,octopus,No,water
SNY-315,deer,deer,Yes,deer
SNY-315,raccoon,raccoon,No,american
SNY-315,squirrel,squirrel,Yes,squirrel
SNY-315,possum,possum,Yes,possum
SNY-315,dog,dog,Yes,dog
SNY-315,cat,cat,Yes,cat
SNY-315,rabbit,rabbit,Yes,rabbit
SNY-315,zebra,zebra,Yes,zebra
SNY-315,tiger,tiger,Yes,tiger
SNY-315,lion,lion,Yes,lion
SNY-315,leopard,leopard,Yes,leopard
SNY-315,antelope,antelope,Yes,antelope
SNY-315,cougar,cougar,Yes,cougar
SNY-315,bear,bear,Yes,bear
SNY-315,polar,polar,Yes,polar
SNY-315,wolf,wolf,Yes,wolf
SNY-315,sheep,sheep,Yes,sheep
SNY-315,goat,goat,Yes,goat
SNY-315,cow,cow,Yes,cow
SNY-315,horse,horse,Yes,horse
SOE-320,chicken,chicken,Yes,chicken
SOE-320,goat,goat,Yes,goat
SOE-320,rhino,rhinoceros,Yes,rhinoceros
SOE-320,cow,cow,Yes,cow
SOE-320,horse,horse,Yes,horse
SOE-320,cat,cat,Yes,cat
SOE-320,dog,dog,Yes,dog
SOE-320,elephant,elephant,Yes,elephant
SOE-320,zebra,zebra,Yes,zebra
SOE-320,lion,lion,Yes,lion
SOE-320,bird,bird,Yes,bird
SOE-320,panda,panda,No,asian
SOE-320,polar,polar,Yes,polar
SOQ-329,ant,ant,Yes,ant
SOQ-329,anteater,anteater,No,insect
SOQ-329,giraffe,giraffe,No,african
SOQ-329,elephant,elephant,Yes,elephant
SOQ-329,lion,lion,Yes,lion
SOQ-329,tiger,tiger,Yes,tiger
SOQ-329,dog,dog,Yes,dog
SOQ-329,cat,cat,Yes,cat
SOQ-329,fish,fish,Yes,fish
SOQ-329,monkey,monkey,Yes,monkey
SOQ-329,hippo,hippopotamus,Yes,hippopotamus
SOQ-329,rhino,rhinoceros,Yes,rhinoceros
SOQ-329,ape,ape,Yes,ape
SOQ-329,shark,shark,Yes,shark
SOQ-329,dolphin,dolphin,Yes,dolphin
SOQ-329,seal,seal,Yes,seal
SOQ-329,polar,polar,Yes,polar
SOQ-329,bear,bear,Yes,bear
SOQ-329,bird,bird,Yes,bird
SOQ-329,crane,crane,Yes,crane
SOQ-329,swan,swan,Yes,swan
SOQ-329,pigeon,pigeon,Yes,pigeon
SOQ-329,dragonfly,dragonfly,No,insects
SOX-335,tiger,tiger,Yes,tiger
SOX-335,lion,lion,Yes,lion
SOX-335,elephant,elephant,Yes,elephant
SOX-335,sealion,sealion,No,water
SOX-335,dolphin,dolphin,Yes,dolphin
SOX-335,catfish,catfish,No,fish
SOX-335,penguin,penguin,Yes,penguin
SOX-335,monkey,monkey,Yes,monkey
SOX-335,shark,shark,Yes,shark
SOX-335,whale,whale,Yes,whale
SOX-335,tigerfish,milkfish,No,fish
SPA-338,frog,frog,Yes,frog
SPA-338,horse,horse,Yes,horse
SPA-338,tiger,tiger,Yes,tiger
SPA-338,lion,lion,Yes,lion
SPA-338,seahorse,seahorse,No,water
SPA-338,sealion,sealion,No,water
SPA-338,hippo,hippopotamus,Yes,hippopotamus
SPA-338,dolphin,dolphin,Yes,dolphin
SPA-338,shark,shark,Yes,shark
SPA-338,fish,fish,Yes,fish
SPA-338,zebra,zebra,Yes,zebra
SPA-338,gazelle,gazelle,Yes,gazelle
SPA-338,tiger,tiger,Yes,tiger
SPA-338,alligator,alligator,Yes,alligator
SPA-338,crocodile,crocodile,Yes,crocodile
SPA-338,giraffe,giraffe,No,african
SPA-338,elephant,elephant,Yes,elephant
SPC-340,dog,dog,Yes,dog
SPC-340,cat,cat,Yes,cat
SPC-340,chicken,chicken,Yes,chicken
SPC-340,rooster,rooster,Yes,rooster
SPC-340,pig,pig,Yes,pig
SPC-340,bird,bird,Yes,bird
SPC-340,horse,horse,Yes,horse
SPC-340,cow,cow,Yes,cow
SPC-340,zebra,zebra,Yes,zebra
SPC-340,cheetah,cheetah,No,feline
SPC-340,leopard,leopard,Yes,leopard
SPC-340,bear,bear,Yes,bear
SPC-340,walrus,walrus,Yes,walrus
SPC-340,seal,seal,Yes,seal
SPC-340,dolphin,dolphin,Yes,dolphin
SPC-340,giraffe,giraffe,No,african
SPC-340,elephant,elephant,Yes,elephant
SPC-340,monkey,monkey,Yes,monkey
SPC-340,spider,spider,Yes,spider
SPC-340,snake,snake,Yes,snake
SPH-344,elephant,elephant,Yes,elephant
SPH-344,zebra,zebra,Yes,zebra
SPH-344,bird,bird,Yes,bird
SPH-344,dog,dog,Yes,dog
SPH-344,cat,cat,Yes,cat
SPH-344,fish,fish,Yes,fish
SPH-344,lion,lion,Yes,lion
SPH-344,tiger,tiger,Yes,tiger
SPH-344,deer,deer,Yes,deer
SPH-344,hippo,hippopotamus,Yes,hippopotamus
SPL-436,horse,horse,Yes,horse
SPL-436,wolf,wolf,Yes,wolf
SPL-436,dog,dog,Yes,dog
SPL-436,cow,cow,Yes,cow
SPL-436,hyena,hyena,Yes,hyena
SPL-436,lion,lion,Yes,lion
SPL-436,tiger,tiger,Yes,tiger
SPL-436,bear,bear,Yes,bear
SPL-436,cheetah,cheetah,No,feline
SPL-436,walrus,walrus,Yes,walrus
SPL-436,seal,seal,Yes,seal
SPL-436,polar,polar,Yes,polar
SPL-436,porcupine,porcupine,Yes,porcupine
SPL-436,horse,horse,Yes,horse
SPL-436,bull,bull,Yes,bull
SPL-436,bull,bull,Yes,bull
SPL-436,oxen,oxen,Yes,oxen
SPV-450,dog,dog,Yes,dog
SPV-450,cat,cat,Yes,cat
SPV-450,bird,bird,Yes,bird
SPV-450,pig,pig,Yes,pig
SPV-450,elephant,elephant,Yes,elephant
SPV-450,giraffe,giraffe,No,african
SPV-450,alligator,alligator,Yes,alligator
SPV-450,snake,snake,Yes,snake
SPV-450,frog,frog,Yes,frog
SPV-450,fish,fish,Yes,fish
SPV-450,groundhog,groundhog,No,rodents
SPV-450,boar,boar,Yes,boar
SPV-450,lion,lion,Yes,lion
SPV-450,tiger,tiger,Yes,tiger
SPV-450,wolf,wolf,Yes,wolf
SPV-450,coyote,coyote,Yes,coyote
SPV-450,chicken,chicken,Yes,chicken
SPV-450,rooster,rooster,Yes,rooster
SPV-450,bunny,bunny,Yes,bunny
SPX-452,cat,cat,Yes,cat
SPX-452,dog,dog,Yes,dog
SPX-452,dolphin,dolphin,Yes,dolphin
SPX-452,shark,shark,Yes,shark
SPX-452,alligator,alligator,Yes,alligator
SPX-452,crocodile,crocodile,Yes,crocodile
SPX-452,bird,bird,Yes,bird
SPX-452,bear,bear,Yes,bear
SPX-452,coyote,coyote,Yes,coyote
SPX-452,wolf,wolf,Yes,wolf
SPX-452,fish,fish,Yes,fish
SPX-452,seahorse,seahorse,No,water
SPX-452,snail,snail,Yes,snail
SPX-452,koala,koala,No,australian
SPX-452,panda,panda,No,asian
SPX-452,grizzly,grizzly,Yes,grizzly
SPX-452,hyena,hyena,Yes,hyena
SPX-452,snake,snake,Yes,snake
SPX-452,frog,frog,Yes,frog
SPX-452,toad,toad,Yes,toad
SPX-452,lion,lion,Yes,lion
SPX-452,leopard,leopard,Yes,leopard
SRF-483,lion,lion,Yes,lion
SRF-483,bear,bear,Yes,bear
SRF-483,lion,lion,Yes,lion
SRF-483,cat,cat,Yes,cat
SRF-483,dog,dog,Yes,dog
SRF-483,lizard,lizard,Yes,lizard
SRF-483,bird,bird,Yes,bird
SRF-483,falcon,falcon,Yes,falcon
SRF-483,pelican,pelican,Yes,pelican
SRF-483,warthog,warthog,No,african
SRF-483,pig,pig,Yes,pig
SRF-483,horse,horse,Yes,horse
SRF-483,chicken,chicken,Yes,chicken
SRF-483,hog,hog,Yes,hog
SRF-483,saber_tooth_cat,sabertoothedtiger,No,feline
SRF-483,duck,duck,Yes,duck
SRR-498,dog,dog,Yes,dog
SRR-498,cat,cat,Yes,cat
SRR-498,horse,horse,Yes,horse
SRR-498,turtle,turtle,Yes,turtle
SRR-498,ape,ape,Yes,ape
SRR-498,monkey,monkey,Yes,monkey
SRR-498,pony,pony,Yes,pony
SRR-498,tiger,tiger,Yes,tiger
SRR-498,shark,shark,Yes,shark
SRR-498,lizard,lizard,Yes,lizard
SRR-498,gecko,gecko,No,reptile
SRR-498,ant,ant,Yes,ant
SRR-498,worm,worm,Yes,worm
SRR-498,bird,bird,Yes,bird
SRR-498,bear,bear,Yes,bear
SRR-498,goat,goat,Yes,goat
SRR-498,deer,deer,Yes,deer
SRR-498,lion,lion,Yes,lion
SSG-520,lion,lion,Yes,lion
SSG-520,tiger,tiger,Yes,tiger
SSG-520,flamingo,flamingo,No,bird
SSG-520,monkey,monkey,Yes,monkey
SSG-520,whale,whale,Yes,whale
SSG-520,fish,fish,Yes,fish
SSG-520,shark,shark,Yes,shark
SSG-520,panther,panther,Yes,panther
SSG-520,cat,cat,Yes,cat
SSG-520,dog,dog,Yes,dog
SSG-520,snake,snake,Yes,snake
SSG-520,turtle,turtle,Yes,turtle
SSG-520,turtle,turtle,Yes,turtle
SSG-520,crab,crab,Yes,crab
SSG-520,squid,squid,No,water
SSG-520,octopus,octopus,No,water
SSZ-539,pig,pig,Yes,pig
SSZ-539,cow,cow,Yes,cow
SSZ-539,horse,horse,Yes,horse
SSZ-539,cat,cat,Yes,cat
SSZ-539,fish,fish,Yes,fish
SSZ-539,dog,dog,Yes,dog
SSZ-539,monkey,monkey,Yes,monkey
SSZ-539,alligator,alligator,Yes,alligator
SSZ-539,monkey,monkey,Yes,monkey
SSZ-539,hippo,hippopotamus,Yes,hippopotamus
SSZ-539,dolphin,dolphin,Yes,dolphin
SSZ-539,shark,shark,Yes,shark
SSZ-539,rainbow,rainbow,Yes,rainbow
SUG-544,dog,dog,Yes,dog
SUG-544,cat,cat,Yes,cat
SUG-544,pig,pig,Yes,pig
SUG-544,cow,cow,Yes,cow
SUG-544,chicken,chicken,Yes,chicken
SUG-544,elephant,elephant,Yes,elephant
SUG-544,monkey,monkey,Yes,monkey
SUG-544,fish,fish,Yes,fish
SUG-544,giraffe,giraffe,No,african
SUG-544,dolphin,dolphin,Yes,dolphin
SUG-544,dolphin,dolphin,Yes,dolphin
SUG-544,zebra,zebra,Yes,zebra
SUG-544,shark,shark,Yes,shark
SUG-544,turtle,turtle,Yes,turtle
SUG-544,cow,cow,Yes,cow
SUT-556,elephant,elephant,Yes,elephant
SUT-556,giraffe,giraffe,No,african
SUT-556,turtle,turtle,Yes,turtle
SUT-556,zebra,zebra,Yes,zebra
SUT-556,monkey,monkey,Yes,monkey
SUT-556,dog,dog,Yes,dog
SUT-556,cat,cat,Yes,cat
SUT-556,lizard,lizard,Yes,lizard
SUT-556,dinosaur,dinosaur,No,reptile
SUT-556,bear,bear,Yes,bear
SUT-556,dragon,dragon,Yes,dragon
SUT-556,horse,horse,Yes,horse
SUT-556,pig,pig,Yes,pig
SUT-556,cow,cow,Yes,cow
SUT-556,bird,bird,Yes,bird
SUV-558,lion,lion,Yes,lion
SUV-558,zebra,zebra,Yes,zebra
SUV-558,cheetah,cheetah,No,feline
SUV-558,leopard,leopard,Yes,leopard
SUV-558,elephant,elephant,Yes,elephant
SUV-558,zebra,zebra,Yes,zebra
SUV-558,snake,snake,Yes,snake
SUV-558,monkey,monkey,Yes,monkey
SUV-558,gorilla,gorilla,Yes,gorilla
SUV-558,giraffe,giraffe,No,african
SUV-558,tiger,tiger,Yes,tiger
SUV-558,cub,cub,Yes,cub
SUV-558,ant,ant,Yes,ant
SUV-558,dragon,dragon,Yes,dragon
SUV-558,zebra,zebra,Yes,zebra
SUV-558,horse,horse,Yes,horse
SUV-558,cow,cow,Yes,cow
SUV-558,sheep,sheep,Yes,sheep
SUV-558,chicken,chicken,Yes,chicken
SVA-563,rhino,rhinoceros,Yes,rhinoceros
SVA-563,orangutan,orangutan,No,primate
SVA-563,chimp,chimpanzee,No,primate
SVA-563,chipmunk,chipmunk,Yes,chipmunk
SVA-563,giraffe,giraffe,No,african
SVA-563,gorilla,gorilla,Yes,gorilla
SVA-563,gorilla,gorilla,Yes,gorilla
SVA-563,dog,dog,Yes,dog
SVA-563,cat,cat,Yes,cat
SVA-563,hamster,hamster,No,pets
SVA-563,fish,fish,Yes,fish
SVA-563,frog,frog,Yes,frog
SVA-563,snake,snake,Yes,snake
SVA-563,caterpillar,caterpillar,Yes,caterpillar
SVA-563,giraffe,giraffe,No,african
SVA-563,rhino,rhinoceros,Yes,rhinoceros
SVA-563,buffalo,buffalo,Yes,buffalo
SVA-563,horse,horse,Yes,horse
SVA-563,antelope,antelope,Yes,antelope
SVA-563,deer,deer,Yes,deer
SVA-563,sheep,sheep,Yes,sheep
SVH-570,dog,dog,Yes,dog
SVH-570,cat,cat,Yes,cat
SVH-570,rabbit,rabbit,Yes,rabbit
SVH-570,hamster,hamster,No,pets
SVH-570,gerbil,gerbil,No,rodents
SVH-570,guinea,guinea,Yes,guinea
SVH-570,penguin,penguin,Yes,penguin
SVH-570,giraffe,giraffe,No,african
SVH-570,jaguar,jaguar,Yes,jaguar
SVH-570,lion,lion,Yes,lion
SVH-570,cheetah,cheetah,No,feline
SVH-570,prairie,prairie,Yes,prairie
SVH-570,gorilla,gorilla,Yes,gorilla
SVH-570,elephant,elephant,Yes,elephant
SVH-570,tiger,tiger,Yes,tiger
SVY-587,tiger,tiger,Yes,tiger
SVY-587,zebra,zebra,Yes,zebra
SVY-587,giraffe,giraffe,No,african
SVY-587,penguin,penguin,Yes,penguin
SVY-587,panda,panda,No,asian
SVY-587,alligator,alligator,Yes,alligator
SVY-587,dog,dog,Yes,dog
SVY-587,cat,cat,Yes,cat
SVY-587,lizard,lizard,Yes,lizard
SVY-587,gecko,gecko,No,reptile
SVY-587,crab,crab,Yes,crab
SVY-587,octopus,octopus,No,water
SVY-587,jellyfish,jellyfish,Yes,jellyfish
SVY-587,turtle,turtle,Yes,turtle
SVY-587,bird,bird,Yes,bird
SVY-587,chick,chick,Yes,chick
SVY-587,hen,hen,Yes,hen
SVY-587,rooster,rooster,Yes,rooster
SVY-587,crow,crow,Yes,crow
SZA-781,cat,cat,Yes,cat
SZA-781,dog,dog,Yes,dog
SZA-781,pig,pig,Yes,pig
SZA-781,cow,cow,Yes,cow
SZA-781,chicken,chicken,Yes,chicken
SZA-781,rooster,rooster,Yes,rooster
SZA-781,frog,frog,Yes,frog
SZA-781,snake,snake,Yes,snake
SZA-781,lizard,lizard,Yes,lizard
SZA-781,iguana,iguana,No,reptile
SZA-781,badger,badger,Yes,badger
SZA-781,bulldog,bulldog,Yes,bulldog
SZA-781,puppy,puppy,Yes,puppy
SZA-781,kitten,kitten,Yes,kitten
SZA-781,goose,goose,Yes,goose
SZA-781,duck,duck,Yes,duck
SZA-781,wolf,wolf,Yes,wolf
